zip,city,province,district,lon,lat
71430,Deraniyagala,Sabaragamuwa Province,Kegalle,6.9314,80.3352
71432,Miyanawita,Sabaragamuwa Province,Kegalle,6.9037,80.35
71500,Mawanella,Sabaragamuwa Province,Kegalle,7.2519,80.4453
71501,Kondeniya,Sabaragamuwa Province,Kegalle,7.265,80.433
71503,Ambulugala,Sabaragamuwa Province,Kegalle,7.2376,80.4168
71505,Galatara,Sabaragamuwa Province,Kegalle,7.2167,80.4167
71507,Makehelwala,Sabaragamuwa Province,Kegalle,7.2825,80.4736
71508,Alutnuwara,Sabaragamuwa Province,Kegalle,7.2333,80.4667
71510,Ussapitiya,Sabaragamuwa Province,Kegalle,7.2162,80.4483
71520,Hingula,Sabaragamuwa Province,Kegalle,7.2457,80.4664
71521,Udumulla,Sabaragamuwa Province,Kegalle,7.454,80.3993
71527,Dewanagala,Sabaragamuwa Province,Kegalle,7.2159,80.4704
71530,Hemmatagama,Sabaragamuwa Province,Kegalle,7.1736,80.5002
71533,Kehelpannala,Sabaragamuwa Province,Kegalle,7.1664,80.5187
71540,Aranayaka,Sabaragamuwa Province,Kegalle,7.1509,80.4614
71541,Talgaspitiya,Sabaragamuwa Province,Kegalle,7.1647,80.4793
71546,Ambalakanda,Sabaragamuwa Province,Kegalle,7.1366,80.4524
71600,Warakapola,Sabaragamuwa Province,Kegalle,7.2226,80.1887
71601,Dorawaka,Sabaragamuwa Province,Kegalle,7.1839,80.2198
71602,Niyadurupola,Sabaragamuwa Province,Kegalle,7.1665,80.2189
71603,Galapitamada,Sabaragamuwa Province,Kegalle,7.1374,80.2333
71605,Dunumala,Sabaragamuwa Province,Kegalle,7.1746,80.2058
71607,Algama,Sabaragamuwa Province,Kegalle,7.1627,80.1681
71610,Tulhiriya,Sabaragamuwa Province,Kegalle,7.2699,80.2256
71612,Bopitiya (SAB),Sabaragamuwa Province,Kegalle,7.2523,80.2248
71619,Tholangamuwa,Sabaragamuwa Province,Kegalle,7.2347,80.2239
71622,Weragala,Sabaragamuwa Province,Kegalle,7.138,80.2568
71700,Yatiyantota,Sabaragamuwa Province,Kegalle,7.0279,80.2946
71702,Weeoya,Sabaragamuwa Province,Kegalle,7.0549,80.3693
71704,Malalpola,Sabaragamuwa Province,Kegalle,7.0579,80.3419
71706,Berannawa,Sabaragamuwa Province,Kegalle,7.0676,80.4123
71708,Seaforth Colony,Sabaragamuwa Province,Kegalle,7.0663,80.4283
71712,Welihelatenna,Sabaragamuwa Province,Kegalle,7.0281,80.3348
71715,Hakbellawaka,Sabaragamuwa Province,Kegalle,7.0281,80.3348
71716,Migastenna Sabara,Sabaragamuwa Province,Kegalle,7.0281,80.3348
71720,Kitulgala,Sabaragamuwa Province,Kegalle,6.9966,80.4068
71722,Mahabage,Sabaragamuwa Province,Kegalle,7.0225,80.4333
71724,Teligama,Sabaragamuwa Province,Kegalle,7.0079,80.3798
70000,Ratnapura,Sabaragamuwa Province,Ratnapura,6.6828,80.3992
70001,Malwala Junction,Sabaragamuwa Province,Ratnapura,6.707,80.4336
70002,Gillimale,Sabaragamuwa Province,Ratnapura,6.7292,80.439
70004,Sri Palabaddala,Sabaragamuwa Province,Ratnapura,6.7838,80.4462
70005,Kudawa,Sabaragamuwa Province,Ratnapura,6.7432,80.4772
70012,Hidellana,Sabaragamuwa Province,Ratnapura,6.7161,80.3795
70016,Kahangama,Sabaragamuwa Province,Ratnapura,6.6983,80.3688
70017,Dodampe,Sabaragamuwa Province,Ratnapura,6.7272,80.3255
70018,Karangoda,Sabaragamuwa Province,Ratnapura,6.6821,80.3674
70019,Dambuluwana,Sabaragamuwa Province,Ratnapura,6.7105,80.3324
70021,Medagalatur,Sabaragamuwa Province,Ratnapura,6.6405,80.2867
70024,Ayagama,Sabaragamuwa Province,Ratnapura,6.6358,80.3083
70026,Gawaragiriya,Sabaragamuwa Province,Ratnapura,6.6453,80.2652
70032,Elapatha,Sabaragamuwa Province,Ratnapura,6.6546,80.3712
70034,Udaniriella,Sabaragamuwa Province,Ratnapura,6.6546,80.3712
70036,Ratna Hangamuwa,Sabaragamuwa Province,Ratnapura,6.6546,80.3712
70038,Niralagama,Sabaragamuwa Province,Ratnapura,6.6546,80.3712
70041,Marapana,Sabaragamuwa Province,Ratnapura,6.6444,80.4446
70042,Dela,Sabaragamuwa Province,Ratnapura,6.6195,80.4502
70044,Udakarawita,Sabaragamuwa Province,Ratnapura,6.581,80.4534
70045,Pebotuwa,Sabaragamuwa Province,Ratnapura,6.5434,80.4528
70046,Delwala,Sabaragamuwa Province,Ratnapura,6.5169,80.4658
70056,Lellopitiya,Sabaragamuwa Province,Ratnapura,6.6627,80.4847
70062,Gallella,Sabaragamuwa Province,Ratnapura,6.855,80.3554
70066,Wewelwatta,Sabaragamuwa Province,Ratnapura,6.855,80.3554
70070,Pelmadulla,Sabaragamuwa Province,Ratnapura,6.6222,80.541
70080,Opanayaka,Sabaragamuwa Province,Ratnapura,6.6081,80.6181
70082,Akarella,Sabaragamuwa Province,Ratnapura,6.5773,80.6686
70100,Balangoda,Sabaragamuwa Province,Ratnapura,6.6466,80.7007
70101,Talakolahinna,Sabaragamuwa Province,Ratnapura,6.6112,80.7142
70104,Weligepola,Sabaragamuwa Province,Ratnapura,6.5683,80.715
70105,Hatangala,Sabaragamuwa Province,Ratnapura,6.5366,80.7455
70106,Handagiriya,Sabaragamuwa Province,Ratnapura,6.5239,80.8085
70108,Hatarabage,Sabaragamuwa Province,Ratnapura,6.6552,80.7571
70112,Mahawalatenna,Sabaragamuwa Province,Ratnapura,6.5881,80.746
70114,Wikiliya,Sabaragamuwa Province,Ratnapura,6.6192,80.7415
70116,Rajawaka,Sabaragamuwa Province,Ratnapura,6.6003,80.7976
70117,Mulgama,Sabaragamuwa Province,Ratnapura,6.6427,80.8155
70118,Tanjantenna,Sabaragamuwa Province,Ratnapura,6.6328,80.8548
70122,Kaltota,Sabaragamuwa Province,Ratnapura,6.6821,80.6757
70124,Welipathayaya,Sabaragamuwa Province,Ratnapura,6.6821,80.6757
70127,Meddekanda,Sabaragamuwa Province,Ratnapura,6.6763,80.6625
70129,Morahela,Sabaragamuwa Province,Ratnapura,6.6878,80.689
70130,Pinnawala,Sabaragamuwa Province,Ratnapura,6.7087,80.6789
70131,Bolthumbe,Sabaragamuwa Province,Ratnapura,6.71,80.6398
70133,Pambagolla,Sabaragamuwa Province,Ratnapura,6.7282,80.6921
70134,lmbulpe,Sabaragamuwa Province,Ratnapura,6.71,80.6398
70135,Rassagala,Sabaragamuwa Province,Ratnapura,6.6922,80.6385
70136,Gurubewilagama,Sabaragamuwa Province,Ratnapura,6.6911,80.576
70138,Waleboda,Sabaragamuwa Province,Ratnapura,6.7298,80.6135
70140,Belihuloya,Sabaragamuwa Province,Ratnapura,6.7181,80.7671
70142,Samanalawewa,Sabaragamuwa Province,Ratnapura,6.7181,80.7671
70144,Ihalagama,Sabaragamuwa Province,Ratnapura,6.7181,80.7671
70145,Halpe,Sabaragamuwa Province,Ratnapura,6.7181,80.7671
70150,Kahawatta,Sabaragamuwa Province,Ratnapura,6.5825,80.5755
70152,Panapitiya,Sabaragamuwa Province,Ratnapura,6.526,80.5581
70154,Udaha Hawupe,Sabaragamuwa Province,Ratnapura,6.5393,80.5484
70156,Gabbela,Sabaragamuwa Province,Ratnapura,6.5168,80.5451
70158,Madalagama,Sabaragamuwa Province,Ratnapura,6.5317,80.515
70160,Godakawela,Sabaragamuwa Province,Ratnapura,6.5063,80.6434
70162,Ranwala,Sabaragamuwa Province,Ratnapura,6.9022,80.4267
70164,Hapugastenna,Sabaragamuwa Province,Ratnapura,7.0881,80.1713
70165,NawinnaPinnakanda,Sabaragamuwa Province,Ratnapura,6.8322,80.4138
70170,Pallebedda,Sabaragamuwa Province,Ratnapura,6.4544,80.7388
70171,Halwinna,Sabaragamuwa Province,Ratnapura,6.443,80.7175
70180,Kolambageara,Sabaragamuwa Province,Ratnapura,6.636,80.6645
70190,Udawalawe,Sabaragamuwa Province,Ratnapura,6.636,80.6645
70195,Gangeyaya,Sabaragamuwa Province,Ratnapura,6.636,80.6645
70200,Embilipitiya,Sabaragamuwa Province,Ratnapura,6.3439,80.8489
70205,Tunkama,Sabaragamuwa Province,Ratnapura,6.29,80.8943
70212,Mulendiyawala,Sabaragamuwa Province,Ratnapura,6.2945,80.7625
70215,Omalpe,Sabaragamuwa Province,Ratnapura,6.3292,80.6918
70218,Panamura,Sabaragamuwa Province,Ratnapura,6.3118,80.7271
70230,Padalangala,Sabaragamuwa Province,Ratnapura,6.2675,80.9022
70294,Atakalanpanna,Sabaragamuwa Province,Ratnapura,6.5293,80.6085
70296,Hiramadagama,Sabaragamuwa Province,Ratnapura,6.5293,80.6085
70298,Makandura Sabara,Sabaragamuwa Province,Ratnapura,6.5293,80.6085
70300,Rakwana,Sabaragamuwa Province,Ratnapura,6.4725,80.6106
70332,Demuwatha,Sabaragamuwa Province,Ratnapura,6.4188,80.6387
70338,Pothupitiya,Sabaragamuwa Province,Ratnapura,6.4188,80.6387
70342,Ittakanda,Sabaragamuwa Province,Ratnapura,6.4003,80.6288
70344,Bomluwageaina,Sabaragamuwa Province,Ratnapura,6.4003,80.6288
70345,Ullinduwawa,Sabaragamuwa Province,Ratnapura,6.3649,80.6089
70346,Bulutota,Sabaragamuwa Province,Ratnapura,6.4357,80.6488
70348,Vijeriya,Sabaragamuwa Province,Ratnapura,6.4003,80.6288
70350,Kolonna,Sabaragamuwa Province,Ratnapura,6.4021,80.6865
70352,Kella Junction,Sabaragamuwa Province,Ratnapura,6.4021,80.6865
70400,Nivitigala,Sabaragamuwa Province,Ratnapura,6.6094,80.4186
70403,Kolombugama,Sabaragamuwa Province,Ratnapura,6.5681,80.4947
70404,Doloswalakanda,Sabaragamuwa Province,Ratnapura,6.5573,80.467
70408,Watapotha,Sabaragamuwa Province,Ratnapura,6.5905,80.5033
70450,Kalawana,Sabaragamuwa Province,Ratnapura,6.5391,80.4039
70455,Daugala,Sabaragamuwa Province,Ratnapura,6.4952,80.4232
70456,Waturawa,Sabaragamuwa Province,Ratnapura,6.489,80.4276
70459,Veddagala,Sabaragamuwa Province,Ratnapura,6.4574,80.4381
70461,Panapola,Sabaragamuwa Province,Ratnapura,6.4329,80.455
70469,Nawalakanda,Sabaragamuwa Province,Ratnapura,6.5124,80.3315
70472,Pimbura,Sabaragamuwa Province,Ratnapura,6.5728,80.169
70480,Kiriella,Sabaragamuwa Province,Ratnapura,6.7446,80.2662
70482,Matuwagalagama,Sabaragamuwa Province,Ratnapura,6.7745,80.2344
70488,Karandana,Sabaragamuwa Province,Ratnapura,6.8045,80.2027
70492,Ellagawa,Sabaragamuwa Province,Ratnapura,6.7359,80.2188
70494,Minipura Dumbara,Sabaragamuwa Province,Ratnapura,6.7359,80.2188
70495,Dumbara Manana,Sabaragamuwa Province,Ratnapura,6.7359,80.2188
70500,Kuruwita,Sabaragamuwa Province,Ratnapura,6.7765,80.3621
70502,Sudagala,Sabaragamuwa Province,Ratnapura,6.7928,80.3913
70504,Batatota,Sabaragamuwa Province,Ratnapura,6.8267,80.3673
70506,Eratna,Sabaragamuwa Province,Ratnapura,6.7987,80.3736
70512,Teppanawa,Sabaragamuwa Province,Ratnapura,6.7804,80.3164
70550,Parakaduwa,Sabaragamuwa Province,Ratnapura,6.8271,80.3126
70552,Ellaulla,Sabaragamuwa Province,Ratnapura,6.8559,80.3123
70556,Godagampola,Sabaragamuwa Province,Ratnapura,6.8848,80.3119
70600,Eheliyagoda,Sabaragamuwa Province,Ratnapura,6.8502,80.2624
70602,Erepola,Sabaragamuwa Province,Ratnapura,6.8126,80.2427
70604,Mitipola,Sabaragamuwa Province,Ratnapura,6.8279,80.2251
70606,Ellawala,Sabaragamuwa Province,Ratnapura,6.8092,80.2699
70612,Panawala,Sabaragamuwa Province,Ratnapura,6.8867,80.2716
70620,Getahetta,Sabaragamuwa Province,Ratnapura,6.9052,80.2193
80000,Galle,Southern Province,Galle,6.0367,80.217
80042,Wakwella,Southern Province,Galle,6.0949,80.2026
80044,Anangoda,Southern Province,Galle,6.0663,80.2468
80046,Walahanduwa,Southern Province,Galle,6.0568,80.2475
80048,Ankokkawala,Southern Province,Galle,6.0471,80.2902
80054,Gonamulla Junction,Southern Province,Galle,6.0647,80.3013
80056,Hiyare,Southern Province,Galle,6.0647,80.3013
80058,Talagampola,Southern Province,Galle,6.0647,80.3013
80062,Kottawagama,Southern Province,Galle,6.1439,80.3353
80064,Nakiyadeniya,Southern Province,Galle,6.1439,80.3353
80070,Udugama,Southern Province,Galle,6.2211,80.3336
80075,Panangala,Southern Province,Galle,6.2628,80.3223
80080,Hiniduma,Southern Province,Galle,6.3126,80.3116
80082,Neluwa,Southern Province,Galle,6.3757,80.3604
80084,Warukandeniya,Southern Province,Galle,6.3834,80.4182
80086,Pannimulla Panagoda,Southern Province,Galle,6.3572,80.3634
80090,Akmeemana,Southern Province,Galle,6.1818,80.3036
80092,Meda-Keembiya,Southern Province,Galle,6.1818,80.3036
80100,Wanduramba,Southern Province,Galle,6.1305,80.2521
80107,Yatalamatta,Southern Province,Galle,6.1619,80.2766
80108,Udalamatta,Southern Province,Galle,6.1828,80.2952
80110,Nagoda,Southern Province,Galle,6.1958,80.2742
80112,Mapalagama,Southern Province,Galle,6.2307,80.3254
80114,Parana ThanaYamgoda,Southern Province,Galle,6.2133,80.2998
80116,Mapalagama Central,Southern Province,Galle,6.2133,80.2998
80120,Wanchawela,Southern Province,Galle,6.0359,80.3156
80122,Angulugaha,Southern Province,Galle,6.0359,80.3156
80130,lmaduwa,Southern Province,Galle,6.1265,80.4898
80132,Hawpe,Southern Province,Galle,6.1265,80.4898
80134,Ihala Walpola,Southern Province,Galle,6.1265,80.4898
80136,Kananke Bazaar,Southern Province,Galle,6.1265,80.4898
80142,Opatha,Southern Province,Galle,6.3587,80.1412
80143,Banagala,Southern Province,Galle,6.2882,80.2376
80144,Malgalla Talangalla,Southern Province,Galle,6.3285,80.2408
80146,Halvitigala Colony,Southern Province,Galle,6.3285,80.2408
80148,Tawalama,Southern Province,Galle,6.3387,80.3437
80150,Yakkalamulla,Southern Province,Galle,6.1098,80.3454
80151,Karagoda,Southern Province,Galle,6.0931,80.3781
80152,Magedara,Southern Province,Galle,6.1036,80.4062
80168,Uluvitike,Southern Province,Galle,6.1763,80.3065
80170,Poddala,Southern Province,Galle,6.112,80.2105
80200,Baddegama,Southern Province,Galle,6.1652,80.1782
80204,Ampegama,Southern Province,Galle,6.1916,80.1463
80212,Agaliya,Southern Province,Galle,6.193,80.2006
80214,Unenwitiya,Southern Province,Galle,6.2456,80.2234
80216,Weihena,Southern Province,Galle,6.2982,80.2463
80220,Ginimellagaha,Southern Province,Galle,6.1438,80.159
80230,Gonapinuwala,Southern Province,Galle,6.1458,80.1384
80240,Hikkaduwa,Southern Province,Galle,6.1407,80.1012
80244,Tiranagama,Southern Province,Galle,6.1282,80.1245
80250,Dodanduwa,Southern Province,Galle,6.0962,80.1351
80260,Ratgama,Southern Province,Galle,6.0941,80.1429
80270,Boossa,Southern Province,Galle,6.0733,80.1577
80280,Gintota,Southern Province,Galle,6.0559,80.1774
80300,Ambalangoda,Southern Province,Galle,6.2355,80.0538
80302,Godahena,Southern Province,Galle,6.2393,80.0752
80312,Kahawa,Southern Province,Galle,6.1832,80.0734
80318,Nindana,Southern Province,Galle,6.2033,80.103
80320,Batapola,Southern Province,Galle,6.2216,80.1254
80328,Kuleegoda,Southern Province,Galle,6.2216,80.1254
80330,Meetiyagoda,Southern Province,Galle,6.1915,80.0895
80332,Aluthwala,Southern Province,Galle,6.1776,80.1386
80340,Watugedara,Southern Province,Galle,6.2545,80.0576
80350,Uragasmanhandiya,Southern Province,Galle,6.3429,80.0927
80352,Uragaha,Southern Province,Galle,6.3589,80.1181
80354,Rantotuwila,Southern Province,Galle,6.3847,80.097
80360,Karandeniya,Southern Province,Galle,6.2704,80.0794
80400,Elpitiya,Southern Province,Galle,6.2908,80.1626
80402,Ella Tanabaddegama,Southern Province,Galle,6.2899,80.1978
80406,Talgaspe,Southern Province,Galle,6.3081,80.1985
80408,Porawagama,Southern Province,Galle,6.2707,80.2324
80416,Nawadagala,Southern Province,Galle,6.3113,80.1333
80420,Pitigala,Southern Province,Galle,6.3517,80.2162
80422,Amugoda,Southern Province,Galle,6.3205,80.2173
80424,Mattaka,Southern Province,Galle,6.3041,80.2522
80432,lhalahewessa,Southern Province,Galle,6.2995,80.1968
80440,Ganegoda,Southern Province,Galle,6.3223,80.1516
80458,Ethkandura,Southern Province,Galle,6.2995,80.1968
80460,Kahaduwa,Southern Province,Galle,6.2159,80.2072
80470,Talgaswela,Southern Province,Galle,6.2995,80.1968
80500,Bentota,Southern Province,Galle,6.4254,79.9948
80502,Gonagalpura,Southern Province,Galle,6.4015,80.0291
80506,Haburugala,Southern Province,Galle,6.4001,80.0361
80508,Miriswatta,Southern Province,Galle,6.379,80.0563
80510,lnduruwa,Southern Province,Galle,6.3557,80.0304
80550,Balapitiya,Southern Province,Galle,6.278,80.0366
80562,Ahungalla,Southern Province,Galle,6.3136,80.0322
80570,Kosgoda,Southern Province,Galle,6.338,80.0262
80600,Unawatuna,Southern Province,Galle,6.0212,80.2503
80615,Talpe,Southern Province,Galle,5.9999,80.2787
80630,Habaraduwa,Southern Province,Galle,5.9977,80.2958
80650,Ahangama,Southern Province,Galle,5.9896,80.3598
80654,Dikkumbura,Southern Province,Galle,6.0116,80.3729
82000,Hambantota,Southern Province,Hambantota,6.1241,81.1185
82002,Bundala,Southern Province,Hambantota,6.1899,81.267
82004,Weligatta,Southern Province,Hambantota,6.2049,81.1976
82005,Bandagiriya Colony,Southern Province,Hambantota,6.1903,81.1721
82006,Gonnoruwa,Southern Province,Hambantota,6.2423,81.1053
82008,Pahala Andarawewa,Southern Province,Hambantota,6.1903,81.1721
82010,Sooriyawewa Town,Southern Province,Hambantota,6.1903,81.1721
82014,Migahajandur,Southern Province,Hambantota,6.1903,81.1721
82016,Mahagalwewa,Southern Province,Hambantota,6.1903,81.1721
82018,Ranmuduwewa,Southern Province,Hambantota,6.1903,81.1721
82100,Ambalantota,Southern Province,Hambantota,6.1196,81.0214
82102,Beragama,Southern Province,Hambantota,6.1493,81.0413
82106,RU/Ridiyagama,Southern Province,Hambantota,6.1344,81.0028
82108,Lunama,Southern Province,Hambantota,6.1074,80.9783
82109,Mamadala,Southern Province,Hambantota,6.1614,80.9701
82110,Barawakumbuka,Southern Province,Hambantota,6.2231,80.9308
82120,Hungama,Southern Province,Hambantota,6.1087,80.9309
82125,Ranna,Southern Province,Hambantota,6.0985,80.8807
82126,Kahandamodara,Southern Province,Hambantota,6.0705,80.8958
82135,Netolpitiya,Southern Province,Hambantota,6.0634,80.8363
82200,Tangalla,Southern Province,Hambantota,6.024,80.7911
82220,Angunakolapelessa,Southern Province,Hambantota,6.164,80.8913
82232,Vitharandeniya,Southern Province,Hambantota,6.1781,80.7994
82240,Weeraketiya,Southern Province,Hambantota,6.151,80.7643
82242,Mulkirigala,Southern Province,Hambantota,6.1315,80.7305
82246,Wekandawela,Southern Province,Hambantota,6.1423,80.776
82248,Hakuruwela,Southern Province,Hambantota,6.1443,80.8332
82252,Julampitiya,Southern Province,Hambantota,6.2212,80.7383
82254,Medamulana,Southern Province,Hambantota,6.1783,80.7692
82270,Middeniya,Southern Province,Hambantota,6.2502,80.7634
82274,Kariyamaditta,Southern Province,Hambantota,6.2554,80.8254
82276,Ratmalwala,Southern Province,Hambantota,6.2686,80.85
82278,Uswewa,Southern Province,Hambantota,6.2475,80.8628
82300,Nakulugamuwa,Southern Province,Hambantota,6.1905,80.9357
82400,Beliatta,Southern Province,Hambantota,6.0496,80.7325
82401,Goda Koggalla,Southern Province,Hambantota,6.0496,80.7325
82412,Ihala Beligalla,Southern Province,Hambantota,6.0947,80.7411
82414,Nihiluwa,Southern Province,Hambantota,6.0833,80.7
82416,Modarawana,Southern Province,Hambantota,6.1257,80.7112
82418,Yatigala,Southern Province,Hambantota,6.1056,80.692
82420,Getamanna,Southern Province,Hambantota,6.0333,80.6833
82450,Walasmulla,Southern Province,Hambantota,6.1521,80.6941
82454,Pallekanda,Southern Province,Hambantota,6.4572,80.7187
82456,Horewelagoda,Southern Province,Hambantota,6.3047,80.7064
82458,Bowalagama,Southern Province,Hambantota,6.3047,80.7064
82462,Ittademaliya,Southern Province,Hambantota,6.1565,80.7256
82500,Katuwana,Southern Province,Hambantota,6.2683,80.6971
82504,Uda Gomadiya,Southern Province,Hambantota,6.2683,80.6971
82550,Kirama,Southern Province,Hambantota,6.2098,80.6632
82554,Rammalawarapitiya,Southern Province,Hambantota,6.2098,80.6632
82586,Gangulandeniya,Southern Province,Hambantota,6.2833,80.7182
82600,Tissamaharama,Southern Province,Hambantota,6.2765,81.2865
82602,Gonagamuwa Uduwila,Southern Province,Hambantota,6.2466,81.2933
82608,Magama,Southern Province,Hambantota,6.2167,81.3
82612,Ranakeliya,Southern Province,Hambantota,6.2187,81.322
82614,Kirinda,Southern Province,Hambantota,6.2186,81.3256
82615,Weerawila NewTown,Southern Province,Hambantota,6.2782,81.2872
82618,Beralihela,Southern Province,Hambantota,6.3391,81.2571
82619,Ellagala,Southern Province,Hambantota,6.3362,81.2441
82622,Kawantissapura,Southern Province,Hambantota,6.2908,81.2463
82632,Weerawila,Southern Province,Hambantota,6.2594,81.2164
82634,Lunugamwehera,Southern Province,Hambantota,6.3434,81.2001
82636,Padawkema,Southern Province,Hambantota,6.3599,81.1778
82638,Udamattala,Southern Province,Hambantota,6.3391,81.1337
81000,Matara,Southern Province,Matara,5.9485,80.5353
81017,Naimana,Southern Province,Matara,6.0249,80.5641
81020,Kekanadurra,Southern Province,Matara,6.0249,80.5641
81030,Ratmale,Southern Province,Matara,5.9667,80.65
81032,Aparekka,Southern Province,Matara,6,80.6
81034,Yatiyana,Southern Province,Matara,6.0333,80.6
81038,Diyagaha,Southern Province,Matara,5.9833,80.5667
81050,Palatuwa,Southern Province,Matara,5.9833,80.5167
81051,Sultanagoda,Southern Province,Matara,5.9667,80.5
81060,Telijjawila,Southern Province,Matara,6.0249,80.5641
81064,Ransegoda,Southern Province,Matara,6.0249,80.5641
81070,Makandura,Southern Province,Matara,6.1368,80.5568
81071,Mulatiyana Junction,Southern Province,Matara,6.1919,80.5697
81072,Gomilamawarala,Southern Province,Matara,6.1919,80.5697
81074,Rotumba,Southern Province,Matara,6.2469,80.5826
81082,Karagoda Uyangoda,Southern Province,Matara,6.0249,80.5641
81092,Nadugala,Southern Province,Matara,5.9833,80.5333
81100,Kamburupitiya,Southern Province,Matara,6.0833,80.5667
81106,Karaputugala,Southern Province,Matara,6.0833,80.6
81108,Horapawita,Southern Province,Matara,6.1069,80.5866
81160,Devinuwara (Dondra),Southern Province,Matara,5.9319,80.6069
81170,Gandara,Southern Province,Matara,5.9333,80.6
81180,Kottegoda,Southern Province,Matara,6.0278,80.592
81200,Dikwella,Southern Province,Matara,5.9667,80.6833
81220,Walasgala,Southern Province,Matara,5.9911,80.7019
81230,Urugamuwa,Southern Province,Matara,6.0116,80.6437
81280,Thihagoda,Southern Province,Matara,6.0167,80.5667
81290,Puhulwella,Southern Province,Matara,6.05,80.6167
81294,Walakanda,Southern Province,Matara,6.0333,80.65
81300,Hakmana,Southern Province,Matara,6.0836,80.6445
81302,Narawelpita,Southern Province,Matara,6.0836,80.6445
81312,Miella,Southern Province,Matara,6.1175,80.6797
81314,Denagama,Southern Province,Matara,6.1146,80.6606
81316,Radawela,Southern Province,Matara,6.1337,80.6142
81318,Karatota,Southern Province,Matara,6.0667,80.6667
81320,Deiyandara,Southern Province,Matara,6.1446,80.5978
81322,Parapamulla,Southern Province,Matara,6.1596,80.6211
81326,Handugala,Southern Province,Matara,6.1895,80.6193
81400,Akuressa,Southern Province,Matara,6.1007,80.4693
81402,Athuraliya,Southern Province,Matara,6.1083,80.4884
81404,Wilpita,Southern Province,Matara,6.1041,80.5134
81408,Godapitiya,Southern Province,Matara,6.1201,80.4825
81412,Bopagoda,Southern Province,Matara,6.1564,80.4872
81414,Urumutta,Southern Province,Matara,6.1563,80.5151
81416,Maramba,Southern Province,Matara,6.1563,80.5011
81422,Diyalape,Southern Province,Matara,6.1215,80.4552
81424,Maliduwa,Southern Province,Matara,6.1252,80.4069
81450,Pitabeddara,Southern Province,Matara,6.2014,80.4593
81452,Deegala Lenama,Southern Province,Matara,6.2223,80.465
81454,Derangala,Southern Province,Matara,6.2432,80.4706
81456,Kiriwelkele,Southern Province,Matara,6.2223,80.465
81462,Siyambalagoda,Southern Province,Matara,6.0667,80.7667
81470,Morawaka,Southern Province,Matara,6.2594,80.4889
81472,Pahala Millawa,Southern Province,Matara,6.297,80.469
81474,Paragala,Southern Province,Matara,6.2328,80.5321
81475,Alapaladeniya,Southern Province,Matara,6.2738,80.4557
81477,Dellawa,Southern Province,Matara,6.3355,80.4488
81478,Kalubowitiyana,Southern Province,Matara,6.3167,80.4
81479,Waralla,Southern Province,Matara,6.2739,80.5333
81480,Kotapola,Southern Province,Matara,6.296,80.5421
81500,Deniyaya,Southern Province,Matara,6.3461,80.5515
81508,Viharahena,Southern Province,Matara,6.3664,80.5903
81514,Kiriweldola,Southern Province,Matara,6.3679,80.5306
81522,Kolawenigama,Southern Province,Matara,6.3235,80.5101
81524,Mediripitiya,Southern Province,Matara,6.3392,80.4921
81526,Lankagama,Southern Province,Matara,6.355,80.4742
81532,Moragala Kirillapone,Southern Province,Matara,6.2886,80.5975
81538,Pothdeniya,Southern Province,Matara,6.2886,80.5975
81541,Beralapanathara,Southern Province,Matara,6.3412,80.5424
81600,Urubokka,Southern Province,Matara,6.3041,80.6312
81612,Dampahala,Southern Province,Matara,6.2717,80.631
81614,Bengamuwa,Southern Province,Matara,6.2592,80.6012
81615,Pasgoda,Southern Province,Matara,6.2654,80.6161
81700,Weligama,Southern Province,Matara,5.975,80.4297
81722,Penetiyana,Southern Province,Matara,6.0333,80.45
81730,Denipitiya,Southern Province,Matara,5.9667,80.45
81740,Mirissa,Southern Province,Matara,5.9333,80.45
81750,Kamburugamuwa,Southern Province,Matara,5.9486,80.5006
90000,Badulla,Province of Uva,Badulla,6.9895,81.0557
90008,Soranatota,Province of Uva,Badulla,7.0331,81.0508
90012,Timbirigaspitiya,Province of Uva,Badulla,7.0195,81.0672
90013,Egodawela,Province of Uva,Badulla,7.065,81.0619
90014,Taldena,Province of Uva,Badulla,7.0956,81.0479
90015,Meegahakiula,Province of Uva,Badulla,7.0866,81.0689
90016,Ketawatta,Province of Uva,Badulla,7.094,81.0912
90017,Arawa,Province of Uva,Badulla,7.1591,81.0761
90019,Baduluoya,Province of Uva,Badulla,7.0866,81.0689
90020,Kandaketya,Province of Uva,Badulla,7.1089,81.0089
90022,Maliyadda,Province of Uva,Badulla,7.1089,81.0089
90026,Rilpola,Province of Uva,Badulla,7.1089,81.0089
90028,Spring Valley,Province of Uva,Badulla,7.1089,81.0089
90034,Wineethagama,Province of Uva,Badulla,7.0057,81.0533
90042,Nelumgama,Province of Uva,Badulla,7.0053,81.0743
90044,Sirimalgoda,Province of Uva,Badulla,7.0031,81.0829
90046,Kuttiyagolla,Province of Uva,Badulla,7.0214,81.0879
90048,Kendagolla,Province of Uva,Badulla,6.9977,81.1086
90052,Kahataruppa,Province of Uva,Badulla,7.0333,81.1167
90060,Hali Ela,Province of Uva,Badulla,6.9536,81.0299
90061,Uva Uduwara,Province of Uva,Badulla,7.0218,80.9957
90062,Uva Deegalla,Province of Uva,Badulla,7.0218,80.9957
90063,Jangulla,Province of Uva,Badulla,7.0218,80.9957
90064,Narangala,Province of Uva,Badulla,7.0218,80.9957
