zip,city,province,district,lon,lat
32037,Namaloya,Eastern Province,Ampara,6.9952,81.3703
32038,Devalahinda,Eastern Province,Ampara,7.137,81.5192
32039,Wadinagala,Eastern Province,Ampara,7.1167,81.5333
32046,Dadayamtalawa,Eastern Province,Ampara,7.1972,81.5989
32048,Siyambalawewa,Eastern Province,Ampara,7.1972,81.5989
32050,Central Camp,Eastern Province,Ampara,7.1972,81.5989
32060,Uhana,Eastern Province,Ampara,7.3667,81.6333
32062,Werunketagoda,Eastern Province,Ampara,7.4083,81.6333
32064,Gonagolla,Eastern Province,Ampara,7.45,81.6333
32066,Galapitagala,Eastern Province,Ampara,7.4083,81.6333
32068,Rajagalatenna,Eastern Province,Ampara,7.4083,81.6333
32069,Mangalagama,Eastern Province,Ampara,7.4083,81.6333
32070,Mahaoya,Eastern Province,Ampara,7.1972,81.5989
32072,Tempitiya,Eastern Province,Ampara,7.1972,81.5989
32074,Kekirihena,Eastern Province,Ampara,7.1972,81.5989
32100,Padiyatalawa,Eastern Province,Ampara,7.4002,81.2428
32101,Serankada,Eastern Province,Ampara,7.4572,81.2808
32102,Kolamanthalawa,Eastern Province,Ampara,7.4025,81.2745
32104,Dorakumbura,Eastern Province,Ampara,7.35,81.3
32120,Nawamedagama,Eastern Province,Ampara,7.3852,81.3892
32126,Damanewela,Eastern Province,Ampara,7.3852,81.3892
32150,Dehiattakandiya,Eastern Province,Ampara,7.3852,81.3892
32155,Siripura,Eastern Province,Ampara,7.3852,81.3892
32158,Mawanagama,Eastern Province,Ampara,7.3852,81.3892
32198,Malwatta,Eastern Province,Ampara,7.3333,81.7333
32200,Samanthurai,Eastern Province,Ampara,7.3833,81.8333
32250,Karativu,Eastern Province,Ampara,7.3833,81.8333
32280,Sainthamaruthu,Eastern Province,Ampara,7.3833,81.8333
32300,Kalmunai,Eastern Province,Ampara,7.409,81.8347
32308,Navithanveli,Eastern Province,Ampara,7.4333,81.7833
32314,Marathamune,Eastern Province,Ampara,7.45,81.8167
32316,Periyaneelavanai,Eastern Province,Ampara,7.45,81.8167
32340,Nintavur,Eastern Province,Ampara,7.3498,81.853
32350,Addalaichenai,Eastern Province,Ampara,7.2667,81.85
32354,Palamunai,Eastern Province,Ampara,7.2667,81.85
32360,Oluvil,Eastern Province,Ampara,7.2833,81.85
32400,Akkaraipattu,Eastern Province,Ampara,7.2165,81.8538
32405,Kannakipuram,Eastern Province,Ampara,7.2165,81.8538
32415,Thambiluvil,Eastern Province,Ampara,7.1326,81.8514
32418,Komari,Eastern Province,Ampara,6.9897,81.8621
32420,Tirukovil,Eastern Province,Ampara,7.1203,81.849
32450,lmkkamam,Eastern Province,Ampara,7.1148,81.8541
32454,Wanagamuwa,Eastern Province,Ampara,7.1148,81.8541
32500,Pottuvil,Eastern Province,Ampara,6.8762,81.8267
32508,Panama,Eastern Province,Ampara,6.7552,81.8036
32512,Lahugala,Eastern Province,Ampara,6.914,81.6639
32514,Hulannuge,Eastern Province,Ampara,6.914,81.6639
30000,Batticaloa,Eastern Province,Batticaloa,7.7102,81.6924
30016,Kannankudah,Eastern Province,Batticaloa,7.6798,81.6702
30018,Navatkadu,Eastern Province,Batticaloa,7.5833,81.7167
30022,Pillaiyaradi,Eastern Province,Batticaloa,7.7527,81.6417
30024,Thannamunai,Eastern Province,Batticaloa,7.7527,81.6417
30100,Kattankudi,Eastern Province,Batticaloa,7.6824,81.7334
30150,Araipattai,Eastern Province,Batticaloa,7.6667,81.7333
30158,Puthukudiyiruppu,Eastern Province,Batticaloa,7.6333,81.75
30159,Kirankulam,Eastern Province,Batticaloa,7.6,81.7667
30160,Kokkaddichcholai,Eastern Province,Batticaloa,7.624,81.7599
30162,Ampilanthurai,Eastern Province,Batticaloa,7.624,81.7599
30192,Kurukkalmadam,Eastern Province,Batticaloa,7.5876,81.7829
30194,Cheddipalayam,Eastern Province,Batticaloa,7.5833,81.7833
30196,Thettativu,Eastern Province,Batticaloa,7.5855,81.7831
30200,Kaluwanchikudi,Eastern Province,Batticaloa,7.5167,81.7833
30204,Vellavely,Eastern Province,Batticaloa,7.5,81.7333
30206,Bakiella,Eastern Province,Batticaloa,7.5083,81.7583
30220,Mandur,Eastern Province,Batticaloa,7.4833,81.75
30230,Periyaporativu,Eastern Province,Batticaloa,7.5167,81.7667
30234,Thirupalugamam,Eastern Province,Batticaloa,7.525,81.725
30236,Thikkodai,Eastern Province,Batticaloa,7.5333,81.6833
30238,Navagirinagar,Eastern Province,Batticaloa,7.525,81.725
30249,Koddaikallar,Eastern Province,Batticaloa,7.5028,81.7528
30250,Kallar,Eastern Province,Batticaloa,7.4667,81.8
30254,Thuraineelavanai,Eastern Province,Batticaloa,7.4667,81.8
30300,Eravur,Eastern Province,Batticaloa,7.7782,81.6038
30350,Chenkaladi,Eastern Province,Batticaloa,7.786,81.591
30352,Pankudavely,Eastern Province,Batticaloa,7.7491,81.5689
30354,Karadiyanaru,Eastern Province,Batticaloa,7.7121,81.5468
30358,Periyapullumalai,Eastern Province,Batticaloa,7.7491,81.5689
30362,Ayithiyamalai,Eastern Province,Batticaloa,7.6167,81.55
30364,Unnichchai,Eastern Province,Batticaloa,7.6167,81.55
30372,Kaluwankemy,Eastern Province,Batticaloa,7.7995,81.5773
30376,Vantharumoolai,Eastern Province,Batticaloa,7.7995,81.5773
30392,Murakottanchanai,Eastern Province,Batticaloa,7.8655,81.5375
30394,Kiran,Eastern Province,Batticaloa,7.8655,81.5375
30400,Valaichenai,Eastern Province,Batticaloa,7.6899,81.6011
30410,Kalkudah,Eastern Province,Batticaloa,7.9167,81.5667
30420,Oddamavadi,Eastern Province,Batticaloa,7.9167,81.5167
30424,Vakaneri,Eastern Province,Batticaloa,7.9167,81.4333
30426,Miravodai,Eastern Province,Batticaloa,7.9024,81.5098
30428,Punanai,Eastern Province,Batticaloa,7.9667,81.3833
30442,Mankemi,Eastern Province,Batticaloa,7.9574,81.4805
30444,Panichankemi,Eastern Province,Batticaloa,7.9574,81.4805
30450,Vakarai,Eastern Province,Batticaloa,8.1333,81.4333
30456,Kathiraveli,Eastern Province,Batticaloa,8.2167,81.4
31000,Trincomalee,Eastern Province,Trincomalee,8.5711,81.2335
31006,Sampaltivu,Eastern Province,Trincomalee,8.6263,81.2127
31010,Nilaveli,Eastern Province,Trincomalee,8.6833,81.2
31012,Kumburupiddy,Eastern Province,Trincomalee,8.7353,81.1623
31014,Kuchchaveli,Eastern Province,Trincomalee,8.8146,81.099
31016,Tiriyayi,Eastern Province,Trincomalee,8.7444,81.1538
31026,Gomarankadawala,Eastern Province,Trincomalee,8.6749,80.9548
31028,Buckmigama,Eastern Province,Trincomalee,8.6749,80.9548
31032,Kanniya,Eastern Province,Trincomalee,8.6333,81.0317
31034,Pankulam,Eastern Province,Trincomalee,8.6333,81.0317
31036,Mahadivulwewa,Eastern Province,Trincomalee,8.6333,81.0317
31038,Rottawewa,Eastern Province,Trincomalee,8.6333,81.0317
31046,Tampalakamam,Eastern Province,Trincomalee,8.4995,81.0972
31050,Chinabay,Eastern Province,Trincomalee,8.5164,81.1891
31053,Vellamanal,Eastern Province,Trincomalee,8.5164,81.1891
31100,Kinniya,Eastern Province,Trincomalee,8.4981,81.1779
31106,Maharugiramam,Eastern Province,Trincomalee,8.4981,81.1779
31112,Kurinchakemy,Eastern Province,Trincomalee,8.4981,81.1779
31200,Mutur,Eastern Province,Trincomalee,8.45,81.2667
31212,Kaddaiparichchan,Eastern Province,Trincomalee,8.45,81.2833
31216,Sampur,Eastern Province,Trincomalee,8.4854,81.291
31220,Kiliveddy,Eastern Province,Trincomalee,8.4477,81.2874
31222,Somapura,Eastern Province,Trincomalee,8.4477,81.2874
31224,Mallikativu,Eastern Province,Trincomalee,8.4477,81.2874
31226,Dehiwatte,Eastern Province,Trincomalee,8.4477,81.2874
31228,Neelapola,Eastern Province,Trincomalee,8.4477,81.2874
31232,Serunuwara,Eastern Province,Trincomalee,8.4477,81.2874
31234,Lankapatuna,Eastern Province,Trincomalee,8.4477,81.2874
31236,Echchilampattai,Eastern Province,Trincomalee,8.4477,81.2874
31238,Mawadichenai,Eastern Province,Trincomalee,8.4477,81.2874
31250,Toppur,Eastern Province,Trincomalee,8.4055,81.3086
31260,Seruwila,Eastern Province,Trincomalee,8.4477,81.2874
31300,Kantalai,Eastern Province,Trincomalee,8.3683,81.0281
31304,Agbopura,Eastern Province,Trincomalee,8.3249,80.9794
31306,Kantalai Sugar Factory,Eastern Province,Trincomalee,8.3466,81.0037
31308,Wanela,Eastern Province,Trincomalee,8.3466,81.0037
31312,Mullipothana,Eastern Province,Trincomalee,8.3466,81.0037
31314,Sirajnagar,Eastern Province,Trincomalee,8.3466,81.0037
31318,Galmetiyawa,Eastern Province,Trincomalee,8.3466,81.0037
40000,Jaffna,Northern Province,Jaffna,9.6684,80.0074
41000,Mannar,Northern Province,Mannar,8.9833,79.9
42000,Mullativu,Northern Province,Mullaitivu,9.1762,80.5686
43000,Vavuniya,Northern Province,Vavuniya,8.7514,80.4971
